ID var_rpta_alt
258698#101127#986648 1
45761#633105#447237 1
350101#353674#726193 1
343769#490818#589524 1
298924#820662#259680 1
600164#527076#553266 1
382610#68895#1036151 1
120348#647269#433073 1
587170#997847#82495 0
925#22713#1008488 1
109153#242552#840457 1
600164#527112#553230 1
253992#592651#487691 1
532509#788917#291425 1
237707#785497#294845 1
205286#661464#418878 1
7708#622763#457579 1
263027#516972#563370 0
111999#290374#792682 1
222668#732087#348255 1
399365#801655#278687 0
130728#977311#103031 0
113551#81109#1024145 1
12415#1022602#57740 1
265963#395472#684439 1
605918#352078#727795 1
291052#802602#277740 0
185276#514979#565363 0
583755#867236#213106 1
67546#653937#426405 1
405213#252639#830372 1
589936#1072591#7751 0
153700#844689#235653 0
374153#118895#968934 1
45496#1024918#55424 0
624346#284024#799030 1
548453#858626#221716 0
193125#515535#564807 1
579289#872616#207726 1
251494#705737#374605 0
612127#700146#380196 1
167422#1072104#8238 1
589638#962195#118147 1
81599#904013#176329 0
367716#9653#1072877 0
316612#728243#352099 1
54118#191484#896755 1
618239#813568#266774 1
244482#514243#566099 0
566832#94870#992905 1
103029#644666#435676 1
30243#715493#364849 1
72516#1040415#39927 1
489993#393822#686084 1
440310#445768#634562 1
258114#224306#858497 1
434842#973452#106890 1
261104#321956#761188 1
156110#136782#951321 1
392759#571495#508847 1
625988#363347#716502 1
246231#641068#439274 0
580193#809686#270656 1
307057#680580#399762 1
628686#843287#237055 1
240660#788263#292079 1
351613#354686#725182 1
106140#212750#870005 1
463156#781447#298895 1
486564#74584#1030466 1
448240#144826#943272 0
100407#317625#765518 1
241457#37407#1067655 1
418711#705799#374543 1
46293#669220#411122 1
584503#905405#174937 0
118416#339474#741170 1
34163#1026245#54097 1
315416#674107#406235 1
116890#541593#538749 1
426360#803529#276813 1
378647#556799#523543 1
446787#494778#585564 1
113617#959854#120488 0
295436#104296#983476 1
22175#334294#746284 1
91318#115242#972578 1
624346#115241#972579 1
308627#608211#472131 0
629732#52177#1052771 1
489881#529502#550840 1
594609#750773#329569 1
472913#947697#132645 0
235960#248480#834520 0
101766#695494#384848 1
457266#176476#911630 1
260552#600634#479708 1
138832#1004981#75361 1
447273#323281#759849 0
435120#754240#326102 1
346353#110999#976810 1
587103#867433#212909 1
353645#58079#1046895 1
311867#1062830#17512 1
183138#449325#631042 1
86224#776674#303668 0
173585#423134#656851 1
43204#265040#817949 1
442575#316548#766592 1
392269#947959#132383 1
81429#570323#510019 0
330745#750088#330254 1
347905#1009710#70632 1
245208#1027689#52653 1
43349#615240#465102 0
1475#170761#917377 0
245599#320857#762300 1
474432#867899#212443 1
226730#549558#530784 1
575485#869343#210999 1
82365#230756#852080 0
220914#174650#913458 1
425014#960289#120053 1
498291#813292#267050 1
476193#119633#968192 0
590700#973572#106770 1
571238#789673#290669 1
425181#1063755#16587 1
151437#1056596#23746 0
83941#957313#123029 0
377292#42028#1063076 1
301661#1077170#3172 1
610212#690156#390186 1
341713#897394#182948 1
305923#33046#877285 1
254580#505766#574576 1
487508#992923#87419 1
412276#452637#627717 1
594668#213832#868928 1
199630#1042432#37910 1
358276#697004#383338 0
160022#749916#330426 1
93026#285269#797790 1
611349#335917#744669 1
173032#710551#369791 1
470004#60980#1043998 0
74280#226843#855973 1
188306#515924#564418 1
578387#1038307#42035 1
534281#643451#436891 1
193614#261465#821524 1
614212#605594#474748 0
589670#433600#646534 1
412128#983239#97103 1
391308#606069#474273 0
125579#43604#1061214 0
66158#489095#591247 1
544329#1058536#21806 0
573222#889070#191272 1
238079#49653#1055187 1
169225#843990#236352 1
234967#35145#1069909 1
30675#1003592#76750 1
32279#642655#437687 1
292150#742043#338299 1
194834#599208#481134 1
243216#835544#244798 1
300237#843950#236392 1
321491#873367#206975 1
473994#176174#911925 1
36860#948617#131725 1
574266#533715#546627 1
149878#768125#312217 0
446501#870625#209717 0
9909#101506#986265 0
601702#58768#1046212 1
491824#175617#912481 1
204123#96170#991601 1
587153#787193#293149 0
611653#658649#421693 0
421283#732145#348197 1
163708#1064643#15699 1
318082#423761#656221 1
307520#1068041#12301 0
370823#724599#355743 1
455063#1059980#20362 1
452893#349260#731493 1
364518#654151#426191 1
228484#91561#996202 1
31946#145097#943002 1
569175#878561#201781 1
288097#627331#453011 1
408670#854607#225735 0
306785#16248#885929 0
539363#825072#255270 1
372325#376441#703411 1
186320#835687#244655 1
424098#78813#1026330 0
593552#40884#1064218 1
610697#271756#811260 1
189226#231167#851662 1
56838#620296#460046 0
179491#511337#569005 1
369333#990191#90151 1
312583#999933#80409 0
42919#856771#223571 1
193823#309554#773578 1
48733#824227#256115 1
290069#776315#304027 1
526843#1014225#66117 1
384396#197616#890646 1
348491#514326#566016 1
380459#275732#807293 1
536358#401013#678899 0
367244#208269#874440 1
349197#705264#375078 1
94151#794284#286058 0
303210#431608#648449 1
604790#784506#295836 1
210504#527482#552860 1
497587#719763#360579 1
397991#871893#208449 1
388209#214011#868750 1
535500#521270#559072 0
316144#7981#1010433 0
564391#350962#729806 1
560685#398210#681694 1
488864#321777#761367 1
298924#820662#259680 1
180051#823583#256759 1
64613#467487#612855 1
199988#321890#761255 0
377595#745947#334395 1
279039#770878#309464 0
423824#357319#722545 1
65560#41450#1063647 1
552351#97159#990614 0
159387#485354#594988 0
604573#750768#329574 1
263571#618460#461882 0
496629#946465#133877 1
59640#695992#384350 0
530996#437585#642712 1
139925#655637#424705 1
354122#217436#865339 1
332312#1048170#32172 1
614694#688883#391459 1
413220#909300#171042 1
140164#119892#967933 0
76514#827551#252791 1
596781#910267#170075 1
432258#1061241#19101 1
517623#195100#893156 0
520029#790692#289650 1
309028#952497#127845 1
621330#966335#114007 1
188532#716593#363749 1
227900#955392#124950 1
151429#774283#306059 1
297822#867061#213281 1
591185#480003#600339 1
68175#869382#210960 1
487341#1019503#60839 1
206907#575047#505295 1
7929#604738#475604 0
99118#90403#1014930 0
411745#997280#83062 0
240770#292483#790583 0
129125#217631#865140 1
41775#843533#236809 1
578071#648431#431911 0
228602#590440#489902 0
402360#971130#109212 1
463394#676720#403622 1
417315#74233#1030815 1
568843#876085#204257 0
105775#432354#647724 0
234946#630110#450232 1
284912#821157#259185 1
569401#376139#703712 0
379028#72254#1032806 1
550622#233800#849033 1
254311#594056#486286 1
165615#553101#527241 1
70917#160682#927425 1
119521#207105#875568 1
16585#1063757#16585 1
124512#276964#806064 1
17240#851774#228568 0
599322#781460#298882 1
171190#785478#294864 1
495222#103022#984750 1
226316#610998#469344 1
538632#844842#235500 1
260901#187577#900578 1
52955#738887#341455 1
403443#360674#719189 1
472928#702708#377634 1
35719#1080189#153 1
617502#335222#745361 0
505697#867077#213265 1
307670#807249#273093 1
599426#542439#537903 1
139061#986451#93891 1
56887#620562#459780 0
447193#253953#829044 1
142454#894276#186066 0
36010#429437#650560 1
549054#348894#731854 1
312385#24609#998682 0
44253#771854#308488 0
438512#247133#835867 1
175167#700020#380322 1
217854#964042#116300 0
480524#140348#947752 1
177904#245908#837089 1
164798#955464#124878 0
382092#423405#656579 0
398494#1839#1000456 1
595527#527448#552894 0
470207#634539#445803 1
150321#964170#116172 1
106361#245875#837123 1
183338#853818#226524 1
549717#754383#325959 1
117441#497106#583236 1
425988#731555#348787 0
547631#709779#370563 1
472470#1042802#37540 1
379037#842992#237350 1
56838#620296#460046 0
448465#453645#626695 0
267435#41203#1063897 1
3167#553598#526744 0
54878#761872#318470 1
585877#1014896#65446 1
520316#323225#759907 0
431640#398335#681571 1
167869#202240#882995 1
562582#2672#1004486 1
322912#973261#107081 1
625997#888786#191556 1
373937#803564#276778 1
212302#632296#448046 1
185917#245212#837783 1
285041#873984#206358 1
4773#48185#1056641 0
561165#643604#436738 0
369015#137828#950277 1
318143#882321#198021 0
39255#717338#363004 1
589686#114931#972889 1
268972#460835#619503 0
102648#36293#1068762 1
220470#632084#448258 1
190687#515408#564934 1
261871#962967#117375 0
430668#834028#246314 1
24908#595786#484556 0
369672#712381#367961 1
373190#598608#481734 1
4939#1004529#75813 1
410434#707985#372357 1
530395#138425#949674 1
44572#276129#806898 1
439594#3295#1075350 1
174092#19786#1077711 1
399186#983434#96908 1
168015#566325#514017 1
419123#989168#91174 1
10561#21237#1077246 1
182828#34168#1070864 0
326290#442611#637695 1
53625#700336#380006 0
586918#934478#145864 1
246248#297689#785416 1
399838#968484#111858 1
255304#645658#434684 0
178723#442571#637736 1
1363#216183#866587 1
224044#658132#422210 1
99761#1034361#45981 0
262006#1005967#74375 1
170784#998953#81389 0
208294#671515#408827 1
282620#79678#1025507 0
632741#63273#1041720 1
452112#623461#456881 1
65168#652665#427677 1
616825#159198#928911 1
154533#1068693#11649 1
624620#867694#212648 0
90704#692484#387858 1
90320#30578#1014329 0
401377#1008078#72264 1
423838#848165#232177 1
453694#623318#457024 1
69793#423616#656367 1
98290#403697#676224 1
495675#992972#87370 1
515190#938129#142213 1
253306#223448#859348 0
395679#286910#796151 0
574081#326599#756533 1
50940#730192#350150 0
216277#273799#809216 1
303211#520770#559572 1
156689#528261#552081 1
166237#528243#552099 1
398568#601366#478976 0
484749#280248#802795 1
388182#956816#123526 1
294650#346930#733780 1
57853#975845#104497 1
200621#545576#534766 0
59482#5275#1000655 1
13971#441722#638588 1
315681#963812#116530 0
91092#182671#905463 1
369794#505222#575120 0
243891#117235#970585 1
582948#73470#1031581 1
543508#852575#227767 1
82978#799382#280960 1
256665#35200#1069853 1
325470#845354#234988 1
393956#229248#853588 1
528669#162954#925161 1
415642#692784#387558 1
572932#953074#127268 1
374896#956500#123842 1
126716#856013#224329 0
577302#766653#313689 0
205578#663911#416431 1
268006#716064#364278 1
299351#287472#795600 0
536544#574669#505673 1
114945#873977#206365 1
593435#964376#115966 1
614548#656165#424177 1
271719#779945#300397 1
146521#443819#636503 1
360895#403815#676105 1
56135#450936#629427 1
269634#765408#314934 0
508310#801447#278895 1
388848#590915#489427 1
517239#712587#367755 1
504786#668600#411742 0
315966#786878#293464 1
95008#399106#680807 1
407022#722344#357998 1
294650#346930#733780 1
390674#1054734#25608 1
431662#815586#264756 1
288667#97450#990316 1
51027#743527#336815 1
505900#167600#920532 1
307664#1072859#7483 1
144449#829259#251083 1
14049#463100#617242 1
530153#313037#770100 1
336756#442486#637821 0
214968#727013#353329 1
113941#826448#253894 1
554221#490844#589498 0
59558#222209#860584 0
119923#282983#800071 1
530065#890214#190128 1
277564#104637#983135 1
127236#249994#833006 0
191607#964808#115534 1
22170#764908#315434 1
339678#40939#1064164 0
563847#880250#200092 0
244122#859294#221048 1
553325#149372#938718 1
381848#54126#1050820 1
233841#722057#358285 0
615870#60417#1044559 1
25373#966412#113930 0
328670#386028#693823 1
433108#558212#522130 1
339968#60401#1044576 1
394200#961454#118888 1
19357#776721#303621 1
589686#114931#972889 1
256252#608649#471693 0
185720#400824#679086 1
258535#624857#455485 1
231400#828930#251412 1
437763#311941#771207 1
455640#215188#867565 1
578719#648979#431363 1
432258#1061244#19098 1
60233#498419#581923 1
218419#718830#361512 1
117454#534533#545809 1
601825#542277#538065 1
37342#739146#341196 1
220257#755082#325260 0
304091#799806#280536 0
547131#564302#516040 1
240691#1015447#64895 1
303268#585902#494440 0
222668#732087#348255 1
491329#73893#1031158 1
409402#1007675#72667 1
125127#597408#482934 1
313643#727870#352472 1
513583#370536#709310 1
560664#396017#666507 1
37968#337354#743257 1
213136#694978#385364 1
530505#453515#626823 0
237974#1010767#69575 1
611342#96350#991422 1
109231#14593#1004366 1
303905#972801#107541 1
558332#1029763#50579 1
455207#815481#264861 1
172634#821744#258598 1
618473#830406#249936 1
442310#267698#815315 1
282171#680772#399570 1
454812#867114#213228 1
35503#744883#335459 1
531133#472343#607999 0
570120#75313#1029748 0
245367#729123#351219 1
452496#788823#291519 1
549620#776144#304198 1
277641#450985#629376 1
542971#977178#103164 0
16137#235633#847260 1
1082#493327#587015 1
599988#33308#1071716 1
524972#399726#680185 1
277583#533443#546899 1
222342#857202#223140 0
314096#25124#1013091 0
104953#1016644#63698 1
351613#241933#841084 1
546946#241169#841854 1
246068#640846#439496 1
104039#82143#1023106 1
41776#1061511#18831 1
587181#699024#381318 1
230055#720862#359480 1
4059#835969#244373 0
466462#76238#1028835 1
83282#551469#528873 0
355427#327384#755742 1
153751#998957#81385 1
598232#234950#847922 1
321582#959892#120450 0
12936#467598#612744 0
276814#467445#612897 1
101856#883#1073495 1
584006#608743#471599 1
612185#193781#894470 1
134971#119848#967977 1
138757#1043238#37104 1
10487#285788#797270 1
218615#89760#1015557 1
573441#369593#710263 1
611647#172398#915725 1
134244#784732#295610 1
444221#800370#279972 1
595791#486136#594206 0
132144#10199#1011674 1
292154#504039#576303 1
531486#376876#702981 1
28361#621119#459223 1
328569#221042#861750 1
86868#818240#262102 0
289055#775138#305204 1
74795#871025#209317 0
149223#502486#577856 1
231728#840014#240328 1
184273#816812#263530 1
358939#266199#816804 1
103685#39477#1065617 1
414417#999261#81081 1
45325#625464#454878 1
237139#269341#813670 1
617590#176363#911742 1
57212#846199#234143 1
563626#331356#749206 1
25630#36630#1068431 1
206038#331079#749481 1
272133#758077#322265 0
259607#838461#241881 1
543550#858975#221367 1
556851#802126#278216 1
208492#850643#229699 0
288383#174021#914093 1
178747#840914#239428 1
258902#1049197#31145 0
609803#637270#443072 1
457890#449938#630439 1
212176#260979#822004 0
376558#317189#765953 1
215899#883105#197237 1
83251#775590#304752 1
8297#976873#103469 1
196479#727326#353016 1
299874#998748#81594 0
626770#459808#620535 0
624487#375519#704336 1
215296#689987#390355 1
286956#539694#540648 1
310562#21211#1074350 1
333354#75153#1029903 1
148555#500955#579387 0
549101#776231#304111 1
303322#973116#107226 1
524423#51338#1053592 1
194834#599185#481157 1
498941#233725#849108 1
469931#778025#302317 0
199993#1028934#51408 1
194351#885116#195226 1
57163#884029#196313 1
361323#615509#464833 1
60725#690536#389806 1
466879#869804#210538 1
22935#620501#459841 1
574146#533704#546638 0
441156#1061972#18370 1
616002#746054#334288 1
51731#409990#669931 1
36544#654938#425404 1
424691#750303#330039 0
449156#887451#192891 1
329097#224251#858553 1
218013#957521#122821 0
237244#782843#297499 1
507161#755529#324813 1
2659#80698#1024541 1
84026#796697#283645 1
13104#1047756#32586 1
268884#853703#226639 0
113773#730595#349747 1
182832#365297#714561 1
434640#943986#136356 1
375385#397895#682006 1
207787#104104#983669 1
5433#91331#996426 1
486713#249629#833373 1
363989#409732#670186 1
465572#362516#717342 1
148755#286411#796650 0
91188#104009#983763 1
624020#58354#1046628 1
362741#1076921#3421 1
401817#702949#377393 1
473255#185743#902403 1
254636#444089#636235 1
225036#1075488#4854 1
242450#779930#300412 1
259099#198292#889971 0
538759#169682#918453 1
108804#1022888#57454 1
457853#333449#747128 1
191267#289546#793514 0
215677#667510#412832 1
513959#787733#292609 1
328055#356004#723858 0
103408#884273#196069 1
465308#435385#644827 1
173832#276972#806056 1
79580#246934#836063 1
279448#770507#309835 0
359868#968257#112085 1
32406#642645#437697 1
548554#287432#795639 1
562707#405735#674185 1
169106#866691#213651 1
461851#873734#206608 1
630440#954346#125996 1
142061#816890#263452 1
362436#974617#105725 0
22741#319594#763558 1
566895#904380#175962 1
197249#761782#318560 0
8376#609211#471131 1
186852#897625#182717 1
194678#1080062#280 1
517481#637436#442906 1
50552#343119#737543 0
209377#102018#985753 1
167842#955385#124957 1
390131#285758#797300 1
2279#8759#876210 1
410330#257402#825579 1
341980#911149#169193 1
80986#152494#935604 1
113146#568231#512111 0
107545#894886#185456 1
54865#831651#248691 1
427997#181627#906508 1
453678#397021#682881 0
406909#513780#566562 0
251535#825325#255017 0
194834#599181#481161 1
514630#353531#726337 1
172790#83464#1021780 0
621999#40339#1064754 1
40078#351291#729476 1
204706#884242#196100 1
271419#860444#219898 1
595463#257622#825362 0
496984#385222#694632 0
283924#841790#238552 0
4192#552528#527814 1
282706#779214#301128 1
588335#258658#824330 1
305440#32142#877496 1
70387#851312#229030 1
560874#653202#427140 1
347794#367905#711956 0
510910#795358#284984 0
395816#378429#701427 1
23952#400207#679699 1
372851#380599#699259 0
531081#898450#181892 1
404914#408312#671604 1
609971#693346#386996 1
192741#378862#700994 1
581638#950972#129370 0
291971#90964#996756 1
562176#696275#384067 0
42190#236667#846266 1
181861#599576#480766 1
375954#751950#328392 1
1982#202359#882874 1
115289#985035#95307 0
55919#961289#119053 1
596135#186078#902072 1
623450#394711#685200 1
70987#946049#134293 0
168820#587580#492762 1
488854#222540#853211 1
469985#778009#302333 1
505205#256075#826909 1
452566#82258#1022990 1
350327#799772#280570 1
489766#245026#837970 0
521084#647568#432774 1
229159#929607#150735 0
100647#472850#607492 1
264078#1024014#56328 1
155944#862231#218111 1
59694#502573#577769 1
422940#804257#276085 1
86311#284001#799052 0
518173#167360#920767 1
925#22713#1008488 1
514838#216583#866188 1
471491#571877#508465 0
629809#71568#1033489 1
406324#51592#1053350 0
367366#352911#726961 1
65560#332603#747976 1
431901#980324#100018 1
231688#331991#748575 1
309153#29052#728690 0
416410#289773#793288 1
236224#497207#583135 1
553432#744930#335412 0
142064#648390#431952 0
599067#86880#1018385 0
553769#719858#360484 1
261711#969669#110673 1
629003#815025#265317 1
316563#1708#1000026 1
286142#601088#479254 1
562176#696275#384067 0
90471#327948#755194 1
513311#828161#252181 1
268641#466246#614096 1
312089#987208#93134 1
346107#650683#429659 1
594519#370094#709757 1
47276#187196#900955 1
401377#1008078#72264 1
608808#878101#202241 1
86098#776038#304304 0
164532#104480#983292 1
189473#205468#879799 0
50707#539591#540751 0
567959#789570#290772 1
7583#93905#993870 1
52731#609153#471189 1
352712#87933#1017362 0
411200#123170#964652 0
404856#231842#850992 1
265890#467171#613171 1
621913#556913#523429 1
195673#253106#829900 1
431413#389360#690489 1
122768#28818#752694 1
229641#1008507#71835 0
442798#875649#204693 1
152062#102369#985403 0
274293#469026#611316 0
296479#486931#593411 1
77894#713758#366584 0
491184#762527#317815 1
553265#749198#331144 1
246391#948457#131885 1
466514#868903#211439 1
613982#978347#101995 1
410636#308333#774788 1
37769#248348#834651 1
557774#156544#931558 1
6922#808314#272028 1
43900#314132#769004 0
242665#235598#847294 1
367782#467399#612943 1
380839#790708#289634 1
296606#497310#583032 1
285440#977252#103090 0
92248#708577#371765 1
133373#295620#787477 0
62047#369578#710278 1
399477#469235#611107 0
126810#452457#627896 0
348491#514459#565883 1
212911#110597#977208 0
199313#602248#478094 0
203965#637971#442371 0
41603#532053#548289 1
604773#1020322#60020 1
339259#739299#341043 1
492907#561591#518751 1
395151#1005026#75316 1
409581#698735#381607 0
541822#243419#839583 1
399350#1000091#80251 1
483529#333677#746901 1
355152#725651#354691 0
458576#494205#586137 1
562255#502632#577710 0
606787#64823#1040189 1
484612#685260#395082 1
294067#419153#660836 0
633567#404415#675507 1
239497#139736#948368 1
603829#180695#907435 1
10579#86818#1018447 1
361055#598319#482023 0
286956#539700#540642 1
591492#576378#503964 1
503966#1000768#79574 1
352701#1071648#8694 0
236131#90925#1014422 1
332891#60144#1044834 1
114236#109732#978064 1
326153#306967#776152 1
580692#177890#910226 0
430595#808064#272278 1
245180#989399#90943 1
232932#220217#862575 0
143910#560171#520171 1
147142#398977#680938 0
269603#309#1079569 1
62442#104669#983102 1
564192#428607#651389 1
423923#957830#122512 1
88999#643356#436986 1
468527#461676#618664 1
60653#502009#578333 1
558128#38059#1067026 1
32247#911920#168422 1
243693#410124#669799 0
373125#71745#1033317 1
209521#1018560#61782 1
522185#647435#432907 0
436420#405108#674815 1
572071#737984#342358 1
629449#391471#688434 1
166980#109104#978693 1
582672#529978#550364 1
350965#999418#80924 1
143307#263905#819085 1
592102#211465#871289 1
503867#317854#765282 1
269675#841411#238931 1
97661#459457#620886 1
233480#111677#976132 0
44892#536574#543768 1
106332#306661#776456 0
395957#767267#313075 0
444666#957018#123324 1
528863#869418#210924 1
165055#87298#1017966 1
556103#461456#618884 1
28049#624463#455879 0
8442#880833#199509 0
438512#163591#924530 1
96065#1020317#60025 1
216463#842718#237624 0
618625#944589#135753 1
316106#19133#1006903 0
290136#775484#304858 1
526400#1059028#21314 1
320954#423089#656896 1
399979#44937#1059884 1
346032#226826#855989 1
111929#44548#1060273 1
130979#348413#732330 0
504785#835859#244483 1
41665#452823#627528 1
541788#411924#667996 0
501867#371500#708350 1
326256#280272#802768 1
535168#69663#1035390 1
349615#1074360#5982 1
557570#473096#607246 0
221182#713899#366443 1
540276#1044211#36131 1
352683#59774#1045200 1
532502#659530#420812 0
200323#634625#445717 1
180088#306792#776327 1
87597#82182#1023067 1
401579#218342#864430 1
373954#855363#224979 1
471491#571856#508486 0
445788#884815#195527 0
149423#145870#942226 1
153759#1070481#9861 1
607018#780275#300067 1
320624#953319#127023 1
242422#493159#587183 1
142409#435405#644808 1
232850#1073659#6683 1
298825#999899#80443 1
337245#657667#422675 1
261372#292210#790854 1
427902#860992#219350 1
188959#607484#472858 1
597551#348954#731792 1
606042#124823#963005 1
159913#111237#989262 1
99860#146058#942036 0
151553#549499#530843 1
389158#732119#348223 1
490060#127664#960183 1
580199#112384#975431 1
360433#468112#612230 1
309053#26631#1002105 0
1082#493448#586894 1
43723#544048#536294 1
313492#816171#264171 1
348282#547564#532778 0
15682#496646#583696 1
139814#947182#133160 0
144241#621202#459140 1
318159#62277#1042710 0
184687#506663#573679 0
615654#158453#929660 1
180444#881804#198538 0
420967#582391#497951 1
535132#552290#528052 0
24935#986857#93485 1
392083#127051#960788 1
313848#24746#1013195 1
262361#95140#992636 1
493985#717096#363246 1
504148#991849#88493 1
446057#178926#909200 1
151141#131841#956048 1
408026#214488#868271 1
328939#442783#637522 1
452161#330095#750609 1
223175#513212#567130 1
264226#987704#92638 1
464338#811845#268497 0
501686#161678#926426 1
331455#129184#958667 0
20094#544539#535803 1
336813#163773#924346 1
160096#560601#519741 1
545129#894100#186242 1
492078#104525#983246 1
554221#456538#623787 1
140674#480575#599767 0
265590#575853#504489 0
123991#946884#133458 1
167842#955430#124912 1
320301#62238#1042749 1
633556#213868#868892 1
551425#868796#211546 0
601825#542283#538059 1
460756#799557#280785 1
361944#65778#1039243 1
165430#844473#235869 1
64691#695539#384803 1
286551#969818#110524 1
429411#1054864#25478 1
139185#10306#1075809 1
130976#130453#957396 1
381803#712881#367461 1
44428#129641#958207 1
113913#808968#271374 0
168873#452921#627429 1
259909#601957#478385 1
632101#573048#507294 1
521838#131244#956606 0
482948#286485#796577 1
46733#769154#311188 1
242950#726290#354052 1
64601#339521#741123 0
142396#876904#203438 0
171355#84688#1020567 1
60174#144682#943418 1
104814#97096#990677 1
203818#982254#98088 1
622409#120220#967604 1
588703#768021#312321 1
566147#418340#661654 1
531917#657224#423118 1
71833#340202#740440 1
259961#975137#105205 1
112854#751831#328511 1
329134#225227#857581 1
64691#695539#384803 1
520121#633084#447258 1
625836#778098#302244 1
134853#1057168#23174 1
474989#741307#339035 1
425051#1073675#6667 1
602188#496903#583439 1
26474#528565#551777 1
619868#324655#758474 1
442730#614002#466340 1
469996#636996#443346 0
220775#591359#488983 0
204878#982947#97395 1
179050#23430#1008824 0
428677#1063886#16456 0
198775#269973#813038 1
542110#219025#863753 1
372807#970797#109545 1
467784#729247#351095 1
210504#527486#552856 1
10561#21237#1077246 1
448639#385126#694731 1
426668#574178#506164 1
158497#429282#650716 1
290806#872376#207966 0
19198#343134#737528 1
448272#496820#583522 1
255925#521397#558945 1
153277#305467#777638 1
438814#524771#555571 1
87856#884856#195486 0
7757#445756#630385 1
238440#624659#455683 0
202575#671749#408593 1
304763#568796#511546 1
571454#47159#1057669 1
422234#954357#125985 1
398186#767628#312714 1
409254#910944#169398 1
511133#336853#743738 1
296356#1033023#47319 1
3480#832569#247773 1
603925#388381#691471 1
11409#292190#790874 0
13184#1047290#33052 1
620159#1008455#71887 0
184062#288612#794453 1
193245#606890#473452 1
393201#626939#453403 1
63347#393081#686823 1
110199#557241#523101 0
547598#1010883#69459 1
584595#713988#366354 1
576358#627638#452704 0
58389#382554#697296 1
185925#969956#110386 1
7846#314203#768935 0
410446#401741#678175 1
385803#405711#674209 1
277552#697842#382500 0
30244#170864#917273 1
503781#968394#111948 1
292775#553162#527180 1
310826#28885#753234 0
111247#205793#879473 1
314061#1055437#24905 1
385872#81949#1023292 1
260002#1040037#40305 1
157827#517321#563021 1
471334#869249#211093 0
447134#542080#538262 1
170350#843030#237312 1
303795#836411#243931 1
55373#352087#727786 1
272984#565737#514605 0
44982#784562#295780 1
182020#580792#499550 0
162162#573664#506678 0
250216#89419#1015889 1
291628#807293#273049 1
115057#330633#750076 0
552229#797437#282905 1
330535#383014#696836 1
276072#467495#612847 1
29340#624650#455692 0
99799#1031976#48366 1
151553#549409#530933 1
305797#32665#886427 0
416538#225669#857141 1
67375#352139#727734 1
44469#320092#763063 1
167155#170816#917322 1
1527#344341#731809 1
553406#976174#104168 1
8153#824518#255824 1
5570#312764#770377 1
388009#1074856#5486 1
356087#175624#912474 0
15289#482528#597814 0
488452#993451#86891 1
229509#597071#483271 1
74233#738093#342249 0
109460#490866#589476 1
206765#841765#238577 1
597457#978162#102180 0
11021#638796#441546 0
379445#265513#817481 1
142173#407439#672479 1
103125#1037257#43085 1
283509#1014089#66253 0
328959#1016063#64279 1
166661#991142#89200 0
167007#735773#344569 1
228868#1013543#66799 1
590910#381334#698518 1
311904#666670#413672 0
39670#634620#445722 1
217733#862260#218082 1
251654#825010#255332 0
219927#417812#662185 0
310510#28503#885644 0
260988#330623#750086 1
554182#1962#1072349 1
87347#891392#188950 1
537512#258877#824114 1
260551#1022245#58097 1
255304#645655#434687 0
370824#372341#707514 1
523038#359761#720102 0
512913#423097#656888 1
290523#273193#809824 1
489881#529459#550883 1
517920#525919#554423 1
558028#992380#87962 1
113543#1072781#7561 1
218025#1011853#68489 1
560724#486129#594213 0
280713#970662#109680 1
603297#402605#677316 1
623834#394729#683872 1
479886#356544#723317 0
390566#65238#1039775 1
572965#1002504#77838 1
32745#304641#778466 1
63602#866607#213735 1
274766#471495#608847 0
401099#1004823#75519 1
301829#575994#504348 1
243563#153365#934742 1
487917#956475#123867 0
134194#890989#189353 0
152591#434847#645346 1
313338#23779#997368 0
461327#950414#129928 0
387342#35920#1069131 1
111443#465037#615305 0
375113#132928#955016 0
375857#846795#233547 1
228745#837249#243093 0
211973#149890#938204 0
12936#467598#612744 0
85808#111254#976552 0
460780#886948#193394 1
259291#522214#558128 0
49842#760496#319846 1
624001#874286#206056 1
161989#568550#511792 1
524740#898182#182160 1
405485#456916#623407 1
219056#753075#327267 0
147813#499313#581029 1
17677#841081#239261 1
532813#358040#721822 1
229056#1074411#5931 1
405396#807957#272385 0
74315#295076#788017 1
150036#907741#172601 0
378690#335341#745245 1
352380#388410#691442 1
148973#944906#135436 1
620159#61640#1043341 0
335066#438734#641573 1
514890#194789#893466 1
461557#415426#664528 1
427156#62848#1042139 1
35739#87393#1017874 1
420064#239435#843579 0
543759#408787#671133 1
196342#506373#573969 1
51113#221129#861666 1
31154#674967#405375 1
593434#1061960#18382 1
553432#744930#335412 0
243282#750390#329952 1
481918#459148#621192 1
350327#799772#280570 1
531931#385461#694391 1
279218#522108#558234 0
407252#721379#358963 1
487925#568474#511868 1
525563#635351#444991 0
82456#378891#700965 1
381281#392258#687642 1
74216#668812#411530 1
515845#110138#977661 1
576142#851701#228641 1
50190#837717#242625 0
320196#256925#826051 1
385593#991640#88702 1
64387#982191#98151 1
70138#809369#270973 1
351231#541901#538441 1
482977#768874#311468 1
16736#791484#288858 0
258800#1043320#37022 1
545896#379699#700155 1
130171#1013059#67283 1
366250#743326#337016 0
209420#360356#719506 1
13464#552856#527486 0
102152#729340#351002 1
182604#511174#569168 0
506525#41952#1063153 1
302769#507468#572874 0
195610#366313#713539 1
461128#240788#842232 1
